anon_sname,age_year,birth,start,end,statdate,status,age_at_statdate,mom_rank_birth,group_size_birth,mom_sci,mom_death_cat,competing_sibling_cat,drought_cat,mom_rank_birth_cat,group_size_birth_cat,mom_sci_cat,cumulative_adversity,cumulative_adversity_three_plus,avg_ordrank,avg_proprank,rain_anom,avg_group_size
107,6,9/3/83,9/3/89,9/2/90,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,12,0.546483333,85.80625,16.08097928
107,13,9/3/83,9/3/96,9/2/97,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,10,0.3324,-120.99375,10.82847534
107,14,9/3/83,9/3/97,9/2/98,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,10,0.3857,431.50625,11.90052356
107,15,9/3/83,9/3/98,9/2/99,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,9.666666667,0.37435,1.50625,11.30807522
107,16,9/3/83,9/3/99,9/2/00,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,11,0.305733333,-113.89375,10.97351695
107,17,9/3/83,9/3/00,9/2/01,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,13,0.345333333,182.40625,11.88643533
107,18,9/3/83,9/3/01,9/2/02,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,12.5,0.37865,-73.29375,12.33386838
107,19,9/3/83,9/3/02,9/2/03,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,12.75,0.402291667,3.40625,13.14067439
107,20,9/3/83,9/3/03,9/2/04,11/30/03,1,20.241,12,35,1.055894357,0,0,1,1,0,0,2,2,13,0.4286,-121.49375,15.43005464
108,5,8/5/91,8/5/96,8/4/97,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,8.916666667,0.405608333,-128.1319149,10.83464126
108,6,8/5/91,8/5/97,8/4/98,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,9,0.450825,424.3680851,11.73174971
108,7,8/5/91,8/5/98,8/4/99,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,8.666666667,0.453766667,-5.631914894,11.45798553
108,8,8/5/91,8/5/99,8/4/00,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,9.833333333,0.376191667,-121.0319149,10.92002119
108,9,8/5/91,8/5/00,8/4/01,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,12,0.394183333,175.2680851,11.90339703
108,10,8/5/91,8/5/01,8/4/02,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,11.5,0.43275,-81.23191489,12.22840488
108,11,8/5/91,8/5/02,8/4/03,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,11.66666667,0.450575,-2.931914894,12.98788198
108,12,8/5/91,8/5/03,8/4/04,3/14/04,1,12.608,7,16,NA,0,1,0,0,0,NA,NA,NA,12,0.4762,-128.6319149,15.29836066
109,4,7/25/02,7/25/06,7/24/07,5/15/12,1,9.807,12,31,0.597066549,1,0,0,1,0,0,2,2,12.55555556,0.482655556,69.66808511,19.14739726
109,5,7/25/02,7/25/07,7/24/08,5/15/12,1,9.807,12,31,0.597066549,1,0,0,1,0,0,2,2,11.75,0.516983333,-147.4319149,19.90054645
109,6,7/25/02,7/25/08,7/24/09,5/15/12,1,9.807,12,31,0.597066549,1,0,0,1,0,0,2,2,11.16666667,0.574891667,-197.1319149,19.34739726
109,7,7/25/02,7/25/09,7/24/10,5/15/12,1,9.807,12,31,0.597066549,1,0,0,1,0,0,2,2,10.91666667,0.595158333,201.1680851,18.97808219
109,8,7/25/02,7/25/10,7/24/11,5/15/12,1,9.807,12,31,0.597066549,1,0,0,1,0,0,2,2,7.384615385,0.6939,-80.13191489,17.00045914
109,9,7/25/02,7/25/11,7/24/12,5/15/12,1,9.807,12,31,0.597066549,1,0,0,1,0,0,2,2,8.3,0.64425,38.46808511,14.56460369
110,4,7/11/11,7/11/15,7/10/16,9/27/21,0,10.215,11,38,0.645627283,1,1,0,0,1,0,3,3,10.66666667,0.516666667,126.7680851,13.8712762
110,5,7/11/11,7/11/16,7/10/17,9/27/21,0,10.215,11,38,0.645627283,1,1,0,0,1,0,3,3,11.41666667,0.476741667,-140.5212766,13.69963768
110,6,7/11/11,7/11/17,7/10/18,9/27/21,0,10.215,11,38,0.645627283,1,1,0,0,1,0,3,3,12.83333333,0.407958333,277.2680851,14.44172717
110,7,7/11/11,7/11/18,7/10/19,9/27/21,0,10.215,11,38,0.645627283,1,1,0,0,1,0,3,3,14.16666667,0.422175,-73.73191489,14.93482453
110,8,7/11/11,7/11/19,7/10/20,9/27/21,0,10.215,11,38,0.645627283,1,1,0,0,1,0,3,3,16.25,0.394391667,424.6680851,15.70531009
110,9,7/11/11,7/11/20,7/10/21,9/27/21,0,10.215,11,38,0.645627283,1,1,0,0,1,0,3,3,18.4,0.32032,139.4787234,18.34944049
113,5,9/4/07,9/4/12,9/3/13,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,10.5,0.5437,87.30625,14.28208282
113,6,9/4/07,9/4/13,9/3/14,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,9.75,0.537258333,79.50625,12.18883174
113,7,9/4/07,9/4/14,9/3/15,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,11.41666667,0.392558333,-132.89375,12.35748299
113,8,9/4/07,9/4/15,9/3/16,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,12.91666667,0.370716667,133.90625,13.93873085
113,9,9/4/07,9/4/16,9/3/17,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,12.5,0.41705,-133.39375,13.88435878
113,10,9/4/07,9/4/17,9/3/18,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,15.25,0.302058333,284.40625,14.51639969
113,11,9/4/07,9/4/18,9/3/19,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,17.83333333,0.2757,-66.59375,14.96666667
113,12,9/4/07,9/4/19,9/3/20,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,18.58333333,0.310291667,431.80625,15.91558713
113,13,9/4/07,9/4/20,9/3/21,9/27/21,0,14.064,19,41,-0.247531418,0,1,1,1,1,0,4,3,17.33333333,0.3554,148.00625,18.58884298
114,4,11/13/06,11/13/10,11/12/11,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,15,0.248266667,-108.5319149,15.63408521
114,5,11/13/06,11/13/11,11/12/12,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,12.61538462,0.397238462,44.06808511,14.75018208
114,6,11/13/06,11/13/12,11/12/13,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,12.83333333,0.422541667,65.77659574,13.94181214
114,7,11/13/06,11/13/13,11/12/14,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,12.16666667,0.404975,56.76808511,11.94613501
114,8,11/13/06,11/13/14,11/12/15,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,13.25,0.276008333,-98.93191489,12.63443478
114,9,11/13/06,11/13/15,11/12/16,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,14.16666667,0.33,89.86808511,13.70369043
114,10,11/13/06,11/13/16,11/12/17,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,13.58333333,0.353683333,-102.1234043,14.30842912
114,11,11/13/06,11/13/17,11/12/18,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,17.58333333,0.207441667,246.3680851,14.45925648
114,12,11/13/06,11/13/18,11/12/19,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,19.91666667,0.197441667,-43.13191489,14.95165588
114,13,11/13/06,11/13/19,11/12/20,9/27/21,0,14.872,14,37,-0.15281344,0,0,0,1,1,0,2,2,20.75,0.2331,400.1680851,16.60241503
115,4,12/26/98,12/26/02,12/25/03,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,14.75,0.345225,-117.0319149,13.73761855
115,5,12/26/98,12/26/03,12/25/04,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,13.33333333,0.396008333,-98.03191489,16.00710383
115,6,12/26/98,12/26/04,12/25/05,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,14,0.381858333,-23.9787234,16.95706522
115,7,12/26/98,12/26/05,12/25/06,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,11.33333333,0.476475,62.46808511,17.8060274
115,8,12/26/98,12/26/06,12/25/07,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,11.66666667,0.524208333,-76.33191489,19.80821918
115,9,12/26/98,12/26/07,12/25/08,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,10.25,0.594566667,-138.7319149,19.88688525
115,10,12/26/98,12/26/08,12/25/09,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,9.916666667,0.627266667,-164.9787234,18.55561644
115,11,12/26/98,12/26/09,12/25/10,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,8.692307692,0.680338462,214.3680851,19.20550847
115,12,12/26/98,12/26/10,12/25/11,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,5.833333333,0.754308333,-78.93191489,15.29151441
115,13,12/26/98,12/26/11,12/25/12,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,6.583333333,0.728283333,9.768085106,14.9239809
115,14,12/26/98,12/26/12,12/25/13,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,6.75,0.717433333,143.7212766,13.69539749
115,15,12/26/98,12/26/13,12/25/14,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,6,0.730575,22.26808511,11.88588074
115,16,12/26/98,12/26/14,12/25/15,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,6.75,0.662733333,-19.93191489,12.7241867
115,17,12/26/98,12/26/15,12/25/16,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,7,0.698766667,-23.33191489,13.89683981
115,18,12/26/98,12/26/16,12/25/17,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,9.333333333,0.5684,-97.1787234,14.01849112
115,19,12/26/98,12/26/17,12/25/18,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,11.91666667,0.4875,300.8680851,14.8407594
115,20,12/26/98,12/26/18,12/25/19,10/6/19,1,20.778,10,27,-0.598681348,0,0,0,0,0,1,1,1,15.1,0.40179,173.4680851,15.1074159
116,4,2/15/94,2/15/98,2/14/99,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,12.25,0.250025,28.86808511,12.15242494
116,5,2/15/94,2/15/99,2/14/00,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,11.16666667,0.237458333,118.6680851,10.82743837
116,6,2/15/94,2/15/00,2/14/01,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,13.83333333,0.205741667,79.36808511,11.5237069
116,7,2/15/94,2/15/01,2/14/02,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,16.25,0.178741667,-129.5319149,12.03550914
116,8,2/15/94,2/15/02,2/14/03,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,16.83333333,0.159591667,13.16808511,12.62837109
116,9,2/15/94,2/15/03,2/14/04,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,18.16666667,0.159008333,-64.13191489,13.93519494
116,10,2/15/94,2/15/04,2/14/05,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,17.33333333,0.206033333,-159.8319149,16.30601093
116,11,2/15/94,2/15/05,2/14/06,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,16.83333333,0.230575,-61.53191489,16.86902174
116,12,2/15/94,2/15/06,2/14/07,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,17.33333333,0.197516667,217.8680851,18.17808219
116,13,2/15/94,2/15/07,2/14/08,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,19.75,0.163375,-199.9319149,19.88164384
116,14,2/15/94,2/15/08,2/14/09,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,21.16666667,0.129766667,-160.3319149,19.89344262
116,15,2/15/94,2/15/09,2/14/10,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,21.91666667,0.131283333,23.66808511,18.43616438
116,16,2/15/94,2/15/10,2/14/11,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,18.46153846,0.223769231,20.96808511,18.906169
116,17,2/15/94,2/15/11,2/14/12,9/10/11,1,17.566,11,14,NA,0,0,0,0,0,NA,NA,NA,17,0.211028571,-94.33191489,14.89032006
117,4,5/3/97,5/3/01,5/2/02,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,13.5,0.32455,-84.63191489,12.1947983
117,5,5/3/97,5/3/02,5/2/03,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,14,0.316508333,-60.33191489,12.68082847
117,6,5/3/97,5/3/03,5/2/04,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,15.08333333,0.315858333,-67.23191489,14.50373533
117,7,5/3/97,5/3/04,5/2/05,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,14.5,0.3568,-15.23617021,16.53351499
117,8,5/3/97,5/3/05,5/2/06,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,12.91666667,0.398858333,-97.33191489,17.00765027
117,9,5/3/97,5/3/06,5/2/07,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,13.25,0.425408333,75.06808511,18.66849315
117,10,5/3/97,5/3/07,5/2/08,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,14.08333333,0.409891667,-143.4319149,19.86065574
117,11,5/3/97,5/3/08,5/2/09,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,12.41666667,0.516916667,-198.6361702,19.75561644
117,12,5/3/97,5/3/09,5/2/10,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,14.75,0.43795,170.4680851,18.58027397
117,13,5/3/97,5/3/10,5/2/11,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,16.69230769,0.258415385,-45.73191489,18.21719682
117,14,5/3/97,5/3/11,5/2/12,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,14.83333333,0.322391667,1.368085106,14.50350942
117,15,5/3/97,5/3/12,5/2/13,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,16.25,0.265983333,115.8638298,14.72239264
117,16,5/3/97,5/3/13,5/2/14,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,18.33333333,0.107108333,55.96808511,12.8309467
117,17,5/3/97,5/3/14,5/2/15,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,17.08333333,0.084116667,-142.0319149,12.09726962
117,18,5/3/97,5/3/15,5/2/16,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,17.66666667,0.081383333,135.6680851,13.34179478
117,19,5/3/97,5/3/16,5/2/17,3/15/17,1,19.866,10,30,-0.477901665,0,0,0,0,0,1,1,1,19.2,0.09904,-143.6361702,13.86054173
118,4,12/20/02,12/20/06,12/19/07,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,20.75,0.12255,12.26808511,19.79506849
118,5,12/20/02,12/20/07,12/19/08,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,19.91666667,0.17175,-130.9319149,19.88688525
118,6,12/20/02,12/20/08,12/19/09,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,20.91666667,0.1673,-205.1680851,18.57205479
118,7,12/20/02,12/20/09,12/19/10,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,17,0.324092308,256.7680851,19.24760893
118,8,12/20/02,12/20/10,12/19/11,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,12.25,0.427308333,-78.93191489,15.3371382
118,9,12/20/02,12/20/11,12/19/12,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,13.83333333,0.377133333,2.568085106,14.93252659
118,10,12/20/02,12/20/12,12/19/13,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,13.83333333,0.36865,153.1319149,13.67710944
118,11,12/20/02,12/20/13,12/19/14,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,12.33333333,0.3898,20.26808511,11.89511692
118,12,12/20/02,12/20/14,12/19/15,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,10.33333333,0.453408333,-19.33191489,12.7047619
118,13,12/20/02,12/20/15,12/19/16,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,10.91666667,0.500233333,-21.93191489,13.91024709
118,14,12/20/02,12/20/16,12/19/17,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,8.333333333,0.620183333,-95.96808511,14.01664201
118,15,12/20/02,12/20/17,12/19/18,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,10.91666667,0.534633333,298.6680851,14.82719876
118,16,12/20/02,12/20/18,12/19/19,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,15.25,0.3999,176.6680851,15.05797101
118,17,12/20/02,12/20/19,12/19/20,9/27/21,0,18.771,17,31,0.165238565,0,0,0,1,0,0,1,1,15.75,0.427325,133.4680851,16.61367754
119,4,11/10/95,11/10/99,11/9/00,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,12.85714286,0.259028571,-160.0319149,11.13029661
119,5,11/10/95,11/10/00,11/9/01,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,14.33333333,0.276,199.8978723,12.05257624
119,6,11/10/95,11/10/01,11/9/02,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,14.5,0.2705,-70.13191489,12.33386838
119,7,11/10/95,11/10/02,11/9/03,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,16.16666667,0.248125,-20.03191489,13.4910432
119,8,11/10/95,11/10/03,11/9/04,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,15.33333333,0.295233333,-138.6319149,15.7568306
119,9,11/10/95,11/10/04,11/9/05,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,15,0.345141667,13.29787234,16.99184783
119,10,11/10/95,11/10/05,11/9/06,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,13.75,0.347225,-102.3319149,17.51123288
119,11,11/10/95,11/10/06,11/9/07,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,16.33333333,0.316175,54.06808511,19.68
119,12,11/10/95,11/10/07,11/9/08,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,16.16666667,0.328216667,-119.1319149,19.88415301
119,13,11/10/95,11/10/08,11/9/09,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,16.83333333,0.34035,-224.9021277,18.7369863
119,14,11/10/95,11/10/09,11/9/10,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,14.53846154,0.437269231,247.9680851,19.44769648
119,15,11/10/95,11/10/10,11/9/11,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,11,0.486641667,-101.3319149,15.64993726
119,16,11/10/95,11/10/11,11/9/12,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,11.25,0.4998,42.86808511,14.74326293
119,17,11/10/95,11/10/12,11/9/13,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,11.58333333,0.483116667,62.79787234,13.96716542
119,18,11/10/95,11/10/13,11/9/14,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,11.66666667,0.429833333,58.86808511,11.94292717
119,19,11/10/95,11/10/14,11/9/15,2/9/15,1,19.25,NA,22,NA,1,0,0,NA,0,NA,NA,NA,13,0.2941,-113.4319149,12.62894828
120,5,11/26/10,11/26/15,11/25/16,9/27/21,0,10.836,11,28,0.479361091,0,0,0,0,0,0,0,0,13.16666667,0.383483333,89.36808511,13.76804309
120,6,11/26/10,11/26/16,11/25/17,9/27/21,0,10.836,11,28,0.479361091,0,0,0,0,0,0,0,0,14.83333333,0.289416667,-134.7808511,14.26253799
120,7,11/26/10,11/26/17,11/25/18,9/27/21,0,10.836,11,28,0.479361091,0,0,0,0,0,0,0,0,15.08333333,0.325258333,245.8680851,14.56422887
120,8,11/26/10,11/26/18,11/25/19,9/27/21,0,10.836,11,28,0.479361091,0,0,0,0,0,0,0,0,17,0.321216667,1.368085106,14.97183099
120,9,11/26/10,11/26/19,11/25/20,9/27/21,0,10.836,11,28,0.479361091,0,0,0,0,0,0,0,0,17.41666667,0.362583333,361.6680851,16.57526882
121,4,8/20/85,8/20/89,8/19/90,8/23/94,1,9.008,11,37,0.856271911,0,0,0,0,1,0,1,1,13,0.532333333,89.00625,16.52998066
122,4,5/7/15,5/7/19,5/6/20,9/27/21,0,6.393,16,37,-0.196778937,0,0,0,1,1,0,2,2,19.66666667,0.2728,418.1680851,15.45483111
122,5,5/7/15,5/7/20,5/6/21,9/27/21,0,6.393,16,37,-0.196778937,0,0,0,1,1,0,2,2,19.71428571,0.272285714,123.5425532,18.06075697
123,4,9/6/97,9/6/01,9/5/02,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,15.5,0.21635,-73.29375,12.33386838
123,5,9/6/97,9/6/02,9/5/03,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,16.66666667,0.203783333,3.40625,13.15489989
123,6,9/6/97,9/6/03,9/5/04,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,16.66666667,0.236116667,-121.49375,15.44480874
123,7,9/6/97,9/6/04,9/5/05,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,16.5,0.273358333,13.40625,16.875
123,8,9/6/97,9/6/05,9/5/06,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,15.16666667,0.267133333,-105.89375,17.25589041
123,9,9/6/97,9/6/06,9/5/07,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,18.5,0.213525,80.00625,19.39287671
123,10,9/6/97,9/6/07,9/5/08,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,18.33333333,0.224,-143.49375,19.91038251
123,11,9/6/97,9/6/08,9/5/09,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,19.33333333,0.23895,-189.99375,19.13479452
123,12,9/6/97,9/6/09,9/5/10,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,18.41666667,0.293408333,208.30625,19.20547945
123,13,9/6/97,9/6/10,9/5/11,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,14.84615385,0.301476923,-72.99375,16.45097173
123,14,9/6/97,9/6/11,9/5/12,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,17.58333333,0.177783333,46.20625,14.58233804
123,15,9/6/97,9/6/12,9/5/13,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,17.58333333,0.20365,87.30625,14.28190398
123,16,9/6/97,9/6/13,9/5/14,8/24/14,1,16.964,11,28,-0.297503242,1,0,0,0,0,0,1,1,17,0.1579,79.50625,12.19919296
124,4,1/3/14,1/3/18,1/2/19,9/28/21,0,7.734,6,18,-0.158667862,0,0,0,0,0,0,0,0,7.8,0.61372,264.6680851,14.85858194
124,5,1/3/14,1/3/19,1/2/20,9/28/21,0,7.734,6,18,-0.158667862,0,0,0,0,0,0,0,0,6.75,0.675916667,269.6680851,15.17523006
124,6,1/3/14,1/3/20,1/2/21,9/28/21,0,7.734,6,18,-0.158667862,0,0,0,0,0,0,0,0,7.909090909,0.670654545,43.36808511,16.61804923
125,6,9/17/07,9/17/13,9/16/14,1/9/19,1,11.313,17,33,-0.141992061,0,0,1,1,0,0,2,2,17.93333333,0.1041,79.50625,12.13888889
125,7,9/17/07,9/17/14,9/16/15,1/9/19,1,11.313,17,33,-0.141992061,0,0,1,1,0,0,2,2,14.66666667,0.0238,-132.89375,12.39034342
125,8,9/17/07,9/17/15,9/16/16,1/9/19,1,11.313,17,33,-0.141992061,0,0,1,1,0,0,2,2,15.75,0,133.90625,13.91978221
125,9,9/17/07,9/17/16,9/16/17,1/9/19,1,11.313,17,33,-0.141992061,0,0,1,1,0,0,2,2,18.25,0,-133.39375,13.96037383
125,10,9/17/07,9/17/17,9/16/18,1/9/19,1,11.313,17,33,-0.141992061,0,0,1,1,0,0,2,2,18.83333333,0.072816667,284.40625,14.5884158
125,11,9/17/07,9/17/18,9/16/19,1/9/19,1,11.313,17,33,-0.141992061,0,0,1,1,0,0,2,2,18.75,0.07695,-66.59375,14.93252002
126,4,11/20/15,11/20/19,11/19/20,9/28/21,0,5.856,7,22,-0.294415079,0,0,0,0,0,0,0,0,10.625,0.5495125,367.0680851,16.58639212
127,4,7/19/12,7/19/16,7/18/17,3/19/21,0,8.665,16,35,-1.088013174,0,0,0,1,0,1,2,2,16.33333333,0.123616667,-140.5319149,13.7203482
127,5,7/19/12,7/19/17,7/18/18,3/19/21,0,8.665,16,35,-1.088013174,0,0,0,1,0,1,2,2,16.91666667,0.165791667,277.2680851,14.42704762
127,6,7/19/12,7/19/18,7/18/19,3/19/21,0,8.665,16,35,-1.088013174,0,0,0,1,0,1,2,2,17.08333333,0.144541667,-73.73191489,14.93790976
127,7,7/19/12,7/19/19,7/18/20,3/19/21,0,8.665,16,35,-1.088013174,0,0,0,1,0,1,2,2,18,0.116475,424.6680851,15.76866585
129,5,3/10/13,3/10/18,3/9/19,3/19/21,0,8.025,18,38,NA,1,0,0,1,1,NA,NA,NA,18.5,0.082516667,159.3680851,14.97069168
129,6,3/10/13,3/10/19,3/9/20,3/19/21,0,8.025,18,38,NA,1,0,0,1,1,NA,NA,NA,18.625,0.05965,327.5680851,15.42641947
130,4,11/22/05,11/22/09,11/21/10,9/13/15,1,9.807,13,23,0.142866163,0,0,0,1,0,0,1,1,17,0.1579,227.9680851,19.39849219
130,5,11/22/05,11/22/10,11/21/11,9/13/15,1,9.807,13,23,0.142866163,0,0,0,1,0,0,1,1,16.5,0.1769,-71.63191489,15.58111481
130,6,11/22/05,11/22/11,11/21/12,9/13/15,1,9.807,13,23,0.142866163,0,0,0,1,0,0,1,1,16.58333333,0.232866667,-1.631914894,14.79453552
130,7,11/22/05,11/22/12,11/21/13,9/13/15,1,9.807,13,23,0.142866163,0,0,0,1,0,0,1,1,18.16666667,0.25635,90.96595745,13.84621779
