anon_sname,age_year,birth,start,end,statdate,status,age_at_statdate,mom_rank_birth,group_size_birth,mom_sci,mom_death_cat,competing_sibling_cat,drought_cat,mom_rank_birth_cat,group_size_birth_cat,mom_sci_cat,cumulative_adversity,cumulative_adversity_three_plus,avg_ordrank,avg_proprank,rain_anom,avg_group_size
1,4,9/10/98,9/10/02,9/9/03,2/8/08,1,9.413,3,25,-0.413115869,1,1,0,0,0,1,3,3,2,0.8571,3.40625,13.17386723
1,5,9/10/98,9/10/03,9/9/04,2/8/08,1,9.413,3,25,-0.413115869,1,1,0,0,0,1,3,3,2,0.872175,-121.49375,15.46448087
1,6,9/10/98,9/10/04,9/9/05,2/8/08,1,9.413,3,25,-0.413115869,1,1,0,0,0,1,3,3,2,0.876983333,13.42291667,16.8826087
1,7,9/10/98,9/10/05,9/9/06,2/8/08,1,9.413,3,25,-0.413115869,1,1,0,0,0,1,3,3,2,0.877316667,-105.89375,17.26794521
1,8,9/10/98,9/10/06,9/9/07,2/8/08,1,9.413,3,25,-0.413115869,1,1,0,0,0,1,3,3,2,0.887741667,80.00625,19.40712329
1,9,9/10/98,9/10/07,9/9/08,2/8/08,1,9.413,3,25,-0.413115869,1,1,0,0,0,1,3,3,2,0.875,-143.49375,19.91803279
2,4,1/26/97,1/26/01,1/25/02,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,2,0.8333,-67.33191489,12.01460616
2,5,1/26/97,1/26/02,1/25/03,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,2.166666667,0.813466667,3.368085106,12.57443366
2,6,1/26/97,1/26/03,1/25/04,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,3,0.7143,-95.33191489,13.85300316
2,7,1/26/97,1/26/04,1/25/05,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,3,0.763241667,-135.4319149,16.19726776
2,8,1/26/97,1/26/05,1/25/06,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,3,0.747025,-44.93191489,16.89782609
2,9,1/26/97,1/26/06,1/25/07,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,3,0.7639,188.8680851,18.03287671
2,10,1/26/97,1/26/07,1/25/08,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,3,0.766216667,-176.1319149,19.85917808
2,11,1/26/97,1/26/08,1/25/09,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,2.083333333,0.842225,-161.5319149,19.88688525
2,12,1/26/97,1/26/09,1/25/10,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,1.166666667,0.972216667,30.06808511,18.48
2,13,1/26/97,1/26/10,1/25/11,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,1,1,3.568085106,19.03188709
2,14,1/26/97,1/26/11,1/25/12,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,1,1,-76.93191489,15.03608247
2,15,1/26/97,1/26/12,1/25/13,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,1,1,93.76808511,14.82895224
2,16,1/26/97,1/26/13,1/25/14,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,1,1,56.56808511,13.59245439
2,17,1/26/97,1/26/14,1/25/15,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,1.5,0.945375,22.26808511,11.9845467
2,18,1/26/97,1/26/15,1/25/16,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,2,0.911641667,52.96808511,12.8193708
2,19,1/26/97,1/26/16,1/25/17,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,2,0.929383333,-94.03191489,13.92587156
2,20,1/26/97,1/26/17,1/25/18,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,2.416666667,0.904083333,-53.73191489,14.01583794
2,21,1/26/97,1/26/18,1/25/19,12/6/18,1,21.859,3,20,0.164442221,1,0,0,0,0,0,1,1,3,0.880136364,293.6680851,14.87214258
3,4,2/21/11,2/21/15,2/20/16,9/28/21,0,10.601,1,8,0.611207821,0,1,0,0,0,0,1,1,3,0.830563636,75.26808511,13.11945637
3,5,2/21/11,2/21/16,2/20/17,9/28/21,0,10.601,1,8,0.611207821,0,1,0,0,0,0,1,1,3,0.8587,-95.13191489,13.93094629
3,6,2/21/11,2/21/17,2/20/18,9/28/21,0,10.601,1,8,0.611207821,0,1,0,0,0,0,1,1,2.5,0.896208333,-87.73191489,13.95696947
3,7,2/21/11,2/21/18,2/20/19,9/28/21,0,10.601,1,8,0.611207821,0,1,0,0,0,0,1,1,2,0.940458333,277.6680851,14.97805643
3,8,2/21/11,2/21/19,2/20/20,9/28/21,0,10.601,1,8,0.611207821,0,1,0,0,0,0,1,1,2.083333333,0.9401,294.1680851,15.34472169
3,9,2/21/11,2/21/20,2/20/21,9/28/21,0,10.601,1,8,0.611207821,0,1,0,0,0,0,1,1,2,0.95253,123.0680851,16.96142992
4,4,6/3/15,6/3/19,6/2/20,9/28/21,0,6.322,2,19,0.404313593,1,0,0,0,0,0,1,1,3.125,0.8931875,424.6680851,15.55210819
4,5,6/3/15,6/3/20,6/2/21,9/28/21,0,6.322,2,19,0.404313593,1,0,0,0,0,0,1,1,3,0.905516667,139.6553191,18.47521717
7,9,1/1/75,1/1/84,12/31/84,1/30/87,1,12.079,NA,31,NA,1,0,NA,NA,0,NA,NA,NA,4,0.82815,-210.5319149,15.81693989
7,10,1/1/75,1/1/85,12/31/85,1/30/87,1,12.079,NA,31,NA,1,0,NA,NA,0,NA,NA,NA,3.75,0.850325,-47.71489362,15.9739726
7,11,1/1/75,1/1/86,12/31/86,1/30/87,1,12.079,NA,31,NA,1,0,NA,NA,0,NA,NA,NA,4,0.840925,-26.81489362,18.01643836
8,5,1/20/07,1/20/12,1/19/13,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,2,0.859657143,93.76808511,14.85260436
8,6,1/20/07,1/20/13,1/19/14,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,2,0.876158333,56.56808511,13.59484193
8,7,1/20/07,1/20/14,1/19/15,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1.5,0.94445,22.26808511,11.96912521
8,8,1/20/07,1/20/15,1/19/16,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1,1,27.56808511,12.79384724
8,9,1/20/07,1/20/16,1/19/17,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1,1,-68.63191489,13.91377421
8,10,1/20/07,1/20/17,1/19/18,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1,1,-53.73191489,14.02473237
8,11,1/20/07,1/20/18,1/19/19,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1,1,293.6680851,14.87214258
8,12,1/20/07,1/20/19,1/19/20,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1,1,243.5680851,15.23791251
8,13,1/20/07,1/20/20,1/19/21,9/28/21,0,14.689,2,16,0.964898878,1,0,1,0,0,0,2,2,1,1,39.06808511,16.73172988
9,4,1/9/92,1/9/96,1/8/97,10/3/00,1,8.734,1,14,NA,1,1,1,0,0,NA,NA,NA,3,0.806441667,-120.5319149,10.03950339
9,5,1/9/92,1/9/97,1/8/98,10/3/00,1,8.734,1,14,NA,1,1,1,0,0,NA,NA,NA,3,0.83975,156.3680851,11.18088151
9,6,1/9/92,1/9/98,1/8/99,10/3/00,1,8.734,1,14,NA,1,1,1,0,0,NA,NA,NA,3,0.833264286,176.2680851,12.05895954
9,7,1/9/92,1/9/99,1/8/00,10/3/00,1,8.734,1,14,NA,1,1,1,0,0,NA,NA,NA,2.75,0.746075,117.2680851,10.93569482
9,8,1/9/92,1/9/00,1/8/01,10/3/00,1,8.734,1,14,NA,1,1,1,0,0,NA,NA,NA,3,0.671988889,-45.03191489,11.32644409
11,4,5/4/05,5/4/09,5/3/10,9/13/11,1,6.36,18,38,-0.933954565,0,0,0,1,1,1,3,3,23,0.12,170.4680851,18.58520548
11,5,5/4/05,5/4/10,5/3/11,9/13/11,1,6.36,18,38,-0.933954565,0,0,0,1,1,1,3,3,18.84615385,0.154723077,-45.73191489,18.20059583
11,6,5/4/05,5/4/11,5/3/12,9/13/11,1,6.36,18,38,-0.933954565,0,0,0,1,1,1,3,3,18.75,0.144675,1.368085106,14.50332349
15,4,8/5/98,8/5/02,8/4/03,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,10,0.55,-2.931914894,12.98788198
15,5,8/5/98,8/5/03,8/4/04,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,8.666666667,0.627975,-128.6319149,15.29836066
15,6,8/5/98,8/5/04,8/4/05,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,8.583333333,0.64485,6.268085106,16.79021739
15,7,8/5/98,8/5/05,8/4/06,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,7.083333333,0.685083333,-113.0319149,17.17479452
15,8,8/5/98,8/5/06,8/4/07,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,6.833333333,0.735166667,69.66808511,19.21972603
15,9,8/5/98,8/5/07,8/4/08,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,5.833333333,0.78395,-147.4319149,19.90601093
15,10,8/5/98,8/5/08,8/4/09,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,4.333333333,0.861016667,-197.1319149,19.28767123
15,11,8/5/98,8/5/09,8/4/10,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,4.333333333,0.86455,201.1680851,19.03726027
15,12,8/5/98,8/5/10,8/4/11,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,5,0.443146154,-80.13191489,16.85636364
15,13,8/5/98,8/5/11,8/4/12,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,6.666666667,0.320808333,38.46808511,14.60152009
15,14,8/5/98,8/5/12,8/4/13,2/10/15,1,16.517,5,27,-1.15351042,0,0,0,0,0,1,1,1,7,0.3333,80.76808511,14.49433198
16,4,10/28/04,10/28/08,10/27/09,10/20/18,3,13.977,11,38,-0.078840001,0,0,0,0,1,0,1,1,11.66666667,0.611733333,-201.3361702,18.79726027
16,5,10/28/04,10/28/09,10/27/10,10/20/18,3,13.977,11,38,-0.078840001,0,0,0,0,1,0,1,1,9.083333333,0.711983333,216.5680851,19.50272926
16,6,10/28/04,10/28/10,10/27/11,10/20/18,3,13.977,11,38,-0.078840001,0,0,0,0,1,0,1,1,10.30769231,0.675776923,-88.13191489,15.7737442
17,4,1/12/97,1/12/01,1/11/02,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,7.818181818,0.6335,-68.33191489,12.07450157
17,5,1/12/97,1/12/02,1/11/03,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,8,0.626125,64.36808511,12.4616622
17,6,1/12/97,1/12/03,1/11/04,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,7.333333333,0.688366667,-163.3319149,13.8024236
17,7,1/12/97,1/12/04,1/11/05,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,9.166666667,0.60165,-67.43191489,16.11202186
17,8,1/12/97,1/12/05,1/11/06,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,8.833333333,0.625908333,-55.73191489,16.92065217
17,9,1/12/97,1/12/06,1/11/07,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,4.583333333,0.819575,197.8680851,17.93315068
17,10,1/12/97,1/12/07,1/11/08,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,5,0.821483333,-205.3319149,19.83616438
17,11,1/12/97,1/12/08,1/11/09,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,5.916666667,0.7856,-145.1319149,19.88688525
17,12,1/12/97,1/12/09,1/11/10,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,5,0.833258333,44.66808511,18.51068493
17,13,1/12/97,1/12/10,1/11/11,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,5.769230769,0.632676923,3.568085106,19.10246978
17,14,1/12/97,1/12/11,1/11/12,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,6.583333333,0.180033333,-76.93191489,15.16372392
17,15,1/12/97,1/12/12,1/11/13,2/7/18,1,21.07,5,27,-1.923233562,0,0,0,0,0,1,1,1,9,0.1111,92.96808511,14.89273867
19,5,1/6/07,1/6/12,1/5/13,2/17/18,3,11.116,4,38,-0.703826779,0,0,1,0,1,1,3,3,8,0.2222,92.96808511,14.90316642
21,10,12/10/73,12/10/83,12/9/84,8/22/86,1,12.698,NA,29,NA,0,0,NA,NA,0,NA,NA,NA,7.083333333,0.651991667,-116.3319149,15.86202186
21,11,12/10/73,12/10/84,12/9/85,8/22/86,1,12.698,NA,29,NA,0,0,NA,NA,0,NA,NA,NA,7.75,0.62995,-50.39148936,15.9890411
21,12,12/10/73,12/10/85,12/9/86,8/22/86,1,12.698,NA,29,NA,0,0,NA,NA,0,NA,NA,NA,8,0.620825,-6.831914894,17.80410959
22,5,7/5/83,7/5/88,7/4/89,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,8,0.685666667,108.8787234,22.71643836
22,6,7/5/83,7/5/89,7/4/90,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,8,0.7075125,81.86808511,18.15286624
22,13,7/5/83,7/5/96,7/4/97,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,4.833333333,0.71085,-128.1212766,10.78699552
22,14,7/5/83,7/5/97,7/4/98,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,5,0.7238,424.3680851,11.61645423
22,15,7/5/83,7/5/98,7/4/99,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,5,0.718783333,-5.631914894,11.62715637
22,16,7/5/83,7/5/99,7/4/00,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,6.583333333,0.597491667,-121.0319149,10.87129237
22,17,7/5/83,7/5/00,7/4/01,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,7.25,0.649933333,175.2787234,11.868126
22,18,7/5/83,7/5/01,7/4/02,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,6.083333333,0.724875,-81.23191489,12.24760893
22,19,7/5/83,7/5/02,7/4/03,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,8,0.637366667,-2.931914894,12.83210526
22,20,7/5/83,7/5/03,7/4/04,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,7.416666667,0.688308333,-128.6319149,15.03524946
22,21,7/5/83,7/5/04,7/4/05,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,7.583333333,0.690575,5.278723404,16.70108696
22,22,7/5/83,7/5/05,7/4/06,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,6.166666667,0.733841667,-112.0319149,17.13753425
22,23,7/5/83,7/5/06,7/4/07,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,5.5,0.793791667,69.66808511,19.02136986
22,24,7/5/83,7/5/07,7/4/08,10/18/07,1,24.287,6,34,1.166081183,1,0,1,0,0,0,2,2,6,0.7793,-147.4319149,19.89508197
24,4,2/3/15,2/3/19,2/2/20,9/27/21,0,6.648,1,38,0.237541449,0,0,0,0,1,0,1,1,2,0.95995,293.7680851,15.3221709
24,5,2/3/15,2/3/20,2/2/21,9/27/21,0,6.648,1,38,0.237541449,0,0,0,0,1,0,1,1,2,0.9612,-11.13191489,16.75964668
25,5,6/6/95,6/6/00,6/5/01,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,8.222222222,0.607011111,176.0234043,11.77042178
25,6,6/6/95,6/6/01,6/5/02,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,8.5,0.595,-81.23191489,12.3071161
25,7,6/6/95,6/6/02,6/5/03,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,9.333333333,0.563075,-2.931914894,12.79851538
25,8,6/6/95,6/6/03,6/5/04,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,9.5,0.586683333,-128.6319149,14.6889364
25,9,6/6/95,6/6/04,6/5/05,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,10.58333333,0.547375,4.623404255,16.61956522
25,10,6/6/95,6/6/05,6/5/06,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,8.833333333,0.600491667,-111.2319149,17.08767123
25,11,6/6/95,6/6/06,6/5/07,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,7.333333333,0.705241667,69.66808511,18.86246575
25,12,6/6/95,6/6/07,6/5/08,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,6.833333333,0.736833333,-147.4319149,19.87923497
25,13,6/6/95,6/6/08,6/5/09,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,6.5,0.768883333,-199.1765957,19.59068493
25,14,6/6/95,6/6/09,6/5/10,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,6.166666667,0.788425,194.3680851,18.74465753
25,15,6/6/95,6/6/10,6/5/11,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,4.076923077,0.864361538,-71.13191489,17.68653846
25,16,6/6/95,6/6/11,6/5/12,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,3,0.901875,27.66808511,14.49325064
25,17,6/6/95,6/6/12,6/5/13,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,2.75,0.915858333,91.72340426,14.91299213
25,18,6/6/95,6/6/13,6/5/14,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,2,0.94805,72.36808511,12.37697953
25,19,6/6/95,6/6/14,6/5/15,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,2,0.942683333,-146.8319149,12.07684391
25,20,6/6/95,6/6/15,6/5/16,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,2,0.945208333,128.0680851,13.66786227
25,21,6/6/95,6/6/16,6/5/17,12/14/16,1,21.525,NA,22,NA,0,0,0,NA,0,NA,NA,NA,2,0.9508,-134.8765957,13.79492754
26,5,12/20/03,12/20/08,12/19/09,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,7,0.749091667,-205.1680851,18.57205479
26,6,12/20/03,12/20/09,12/19/10,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,6,0.797607692,256.7680851,19.24760893
26,7,12/20/03,12/20/10,12/19/11,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,3.833333333,0.856283333,-78.93191489,15.3371382
26,8,12/20/03,12/20/11,12/19/12,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,4,0.854091667,2.568085106,14.93252659
26,9,12/20/03,12/20/12,12/19/13,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,3.333333333,0.885716667,153.1319149,13.67710944
26,10,12/20/03,12/20/13,12/19/14,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,3,0.892225,20.26808511,11.89511692
26,11,12/20/03,12/20/14,12/19/15,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,3,0.882658333,-19.33191489,12.7047619
26,12,12/20/03,12/20/15,12/19/16,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,3,0.899033333,-21.93191489,13.91024709
26,13,12/20/03,12/20/16,12/19/17,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,2,0.948266667,-95.96808511,14.01664201
26,14,12/20/03,12/20/17,12/19/18,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,2,0.952866667,298.6680851,14.82719876
26,15,12/20/03,12/20/18,12/19/19,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,2.166666667,0.951041667,176.6680851,15.05797101
26,16,12/20/03,12/20/19,12/19/20,9/27/21,0,17.771,9,38,0.260846808,0,0,0,0,1,0,1,1,3,0.922325,133.4680851,16.61367754
27,5,12/15/05,12/15/10,12/14/11,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,-90.33191489,15.37765957
27,6,12/15/05,12/15/11,12/14/12,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,-12.43191489,14.92493592
27,7,12/15/05,12/15/12,12/14/13,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,170.0957447,13.66861192
27,8,12/15/05,12/15/13,12/14/14,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,27.36808511,11.9057971
27,9,12/15/05,12/15/14,12/14/15,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,-53.73191489,12.69647887
27,10,12/15/05,12/15/15,12/14/16,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,12.46808511,13.90522876
27,11,12/15/05,12/15/16,12/14/17,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,-98.30425532,14.03484062
27,12,12/15/05,12/15/17,12/14/18,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,295.8680851,14.80309478
27,13,12/15/05,12/15/18,12/14/19,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,178.8680851,15.01941378
27,14,12/15/05,12/15/19,12/14/20,9/27/21,0,15.784,9,36,-0.259857115,0,0,0,0,1,0,1,1,1,1,134.0680851,16.60777225
29,5,11/25/05,11/25/10,11/24/11,9/16/13,1,7.808,6,33,-0.166591635,1,0,0,0,0,0,1,1,2,0.949933333,-67.03191489,15.54813278
29,6,11/25/05,11/25/11,11/24/12,9/16/13,1,7.808,6,33,-0.166591635,1,0,0,0,0,0,1,1,2,0.951175,-4.831914894,14.82056893
29,7,11/25/05,11/25/12,11/24/13,9/16/13,1,7.808,6,33,-0.166591635,1,0,0,0,0,0,1,1,3.1,0.89807,93.75106383,13.8162926
30,5,8/24/10,8/24/15,8/23/16,9/27/21,0,11.094,14,44,-1.466034468,0,0,0,1,1,1,3,3,15.44444444,0.257333333,133.90625,13.95281639
30,6,8/24/10,8/24/16,8/23/17,9/27/21,0,11.094,14,44,-1.466034468,0,0,0,1,1,1,3,3,14.41666667,0.325033333,-133.39375,13.84734513
30,7,8/24/10,8/24/17,8/23/18,9/27/21,0,11.094,14,44,-1.466034468,0,0,0,1,1,1,3,3,13.66666667,0.374925,284.40625,14.45081656
30,8,8/24/10,8/24/18,8/23/19,9/27/21,0,11.094,14,44,-1.466034468,0,0,0,1,1,1,3,3,18.75,0.230741667,-66.59375,14.9884571
30,9,8/24/10,8/24/19,8/23/20,9/27/21,0,11.094,14,44,-1.466034468,0,0,0,1,1,1,3,3,21.16666667,0.204533333,431.80625,15.87749169
30,10,8/24/10,8/24/20,8/23/21,9/27/21,0,11.094,14,44,-1.466034468,0,0,0,1,1,1,3,3,21.5,0.19615,148.00625,18.53113742
33,4,11/23/02,11/23/06,11/22/07,12/15/08,1,6.062,5,30,-0.739323705,0,0,0,0,0,1,1,1,4,0.866933333,56.36808511,19.72273973
33,5,11/23/02,11/23/07,11/22/08,12/15/08,1,6.062,5,30,-0.739323705,0,0,0,0,0,1,1,1,4,0.866966667,-100.5319149,19.8726776
35,4,12/2/97,12/2/01,12/1/02,3/15/03,1,5.281,3,25,0.065945978,0,0,0,0,0,0,0,0,5.916666667,0.737458333,-47.93191489,12.34296415
35,5,12/2/97,12/2/02,12/1/03,3/15/03,1,5.281,3,25,0.065945978,0,0,0,0,0,0,0,0,5,0.8,-34.03191489,13.62065332
36,5,12/12/04,12/12/09,12/11/10,7/21/18,3,13.604,6,38,-0.650193985,0,0,0,0,1,1,2,2,5.538461538,0.741753846,257.1680851,19.30843116
36,6,12/12/04,12/12/10,12/11/11,7/21/18,3,13.604,6,38,-0.650193985,0,0,0,0,1,1,2,2,4.333333333,0.4906,-90.13191489,15.40689089
36,7,12/12/04,12/12/11,12/11/12,7/21/18,3,13.604,6,38,-0.650193985,0,0,0,0,1,1,2,2,6,0.449033333,-14.23191489,14.91623994
39,5,11/18/03,11/18/08,11/17/09,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,14.33333333,0.444575,-256.8446809,18.70410959
39,6,11/18/03,11/18/09,11/17/10,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,12.23076923,0.534746154,263.9680851,19.41554236
39,7,11/18/03,11/18/10,11/17/11,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,8.75,0.60225,-76.13191489,15.60775323
39,8,11/18/03,11/18/11,11/17/12,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,14.75,0.330683333,2.868085106,14.77166788
39,9,11/18/03,11/18/12,11/17/13,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,17.16666667,0.213816667,68.05531915,13.88819618
39,10,11/18/03,11/18/13,11/17/14,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,14.66666667,0.270483333,57.56808511,11.95006983
39,11,11/18/03,11/18/14,11/17/15,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,14.91666667,0.177616667,-71.63191489,12.63690269
39,12,11/18/03,11/18/15,11/17/16,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,16.58333333,0.20755,81.76808511,13.7043665
39,13,11/18/03,11/18/16,11/17/17,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,16.16666667,0.221583333,-114.0446809,14.32771177
39,14,11/18/03,11/18/17,11/17/18,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,13.16666667,0.417091667,240.5680851,14.4742578
39,15,11/18/03,11/18/18,11/17/19,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,10.66666667,0.588325,4.868085106,14.95926913
39,16,11/18/03,11/18/19,11/17/20,9/27/21,0,17.859,4,37,-0.020819992,0,0,1,0,1,0,2,2,11.91666667,0.5763,367.0680851,16.59444942
41,4,9/13/07,9/13/11,9/12/12,3/19/21,0,13.514,2,33,0.174947075,1,1,1,0,0,0,3,3,22,0,46.20625,14.54325009
41,5,9/13/07,9/13/12,9/12/13,3/19/21,0,13.514,2,33,0.174947075,1,1,1,0,0,0,3,3,23.58333333,0,87.31041667,14.30090312
41,6,9/13/07,9/13/13,9/12/14,3/19/21,0,13.514,2,33,0.174947075,1,1,1,0,0,0,3,3,20,0,79.50625,12.1702673
41,7,9/13/07,9/13/14,9/12/15,3/19/21,0,13.514,2,33,0.174947075,1,1,1,0,0,0,3,3,14.33333333,0.0476,-132.89375,12.36765206
